村志代码 Gazetteer Code,村志书名 Gazetteer Title,Category,Division1,Division2,Start Year,End Year,Data
242,横浦村志,阶级成分 Class Status,,地主 Landlord,1947,1952,8
242,横浦村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,10
242,横浦村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,130
242,横浦村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,340
243,南韩继村志,入伍 Military Enlistment,,,1949,2015,62
244,盐行村志,入伍 Military Enlistment,,,1949,1953,16
244,盐行村志,入伍 Military Enlistment,,,1955,2012,82
245,上园村志,入伍 Military Enlistment,,,1949,1996,58
245,上园村志,共产党员 CCP Membership,总 Total,,1949,1996,34
246,卫通村志,入伍 Military Enlistment,,,1999,2010,13
246,卫通村志,新党员 New CCP Membership,总 Total,,1952,1956,8
246,卫通村志,新党员 New CCP Membership,总 Total,,1957,1960,6
246,卫通村志,新党员 New CCP Membership,总 Total,,1961,1965,17
246,卫通村志,新党员 New CCP Membership,总 Total,,1966,1970,29
246,卫通村志,新党员 New CCP Membership,总 Total,,1971,1975,27
246,卫通村志,新党员 New CCP Membership,总 Total,,1981,1985,11
246,卫通村志,新党员 New CCP Membership,总 Total,,1986,1990,11
246,卫通村志,新党员 New CCP Membership,总 Total,,1991,1995,13
246,卫通村志,新党员 New CCP Membership,总 Total,,1996,2000,7
246,卫通村志,新党员 New CCP Membership,总 Total,,2001,2005,7
246,卫通村志,新党员 New CCP Membership,总 Total,,2006,2010,9
246,卫通村志,新党员 New CCP Membership,总 Total,,1976,1980,12
246,民主村志,入伍 Military Enlistment,,,2000,2010,34
246,卫通村志,入伍 Military Enlistment,,,1988,2010,120
247,亭北村志,村民纠纷 Number of Civil Mediations,,,2007,2010,121
247,亭北村志,共产党员 CCP Membership,总 Total,,1951,1953,8
247,亭北村志,共产党员 CCP Membership,总 Total,,1950,2010,177
247,亭北村志,新党员 New CCP Membership,总 Total,,1954,1957,33
247,亭北村志,新党员 New CCP Membership,总 Total,,1960,1969,32
247,亭北村志,新党员 New CCP Membership,总 Total,,1970,1979,39
247,亭北村志,新党员 New CCP Membership,总 Total,,1980,1989,26
247,亭北村志,新党员 New CCP Membership,总 Total,,1990,1999,10
247,亭北村志,新党员 New CCP Membership,总 Total,,2000,2013,29
248,东夏园村志,入伍 Military Enlistment,,,1949,2014,17
249,北桥村志,入伍 Military Enlistment,,,1955,2012,104
249,北桥村志,入伍 Military Enlistment,,,1950,1953,16
250,慧农村志,入伍 Military Enlistment,,,1955,2010,238
250,慧农村志,新党员 New CCP Membership,总 Total,,1952,1959,67
250,慧农村志,新党员 New CCP Membership,男 Male,,1952,1959,60
250,慧农村志,新党员 New CCP Membership,女 Female,,1952,1959,7
250,慧农村志,新党员 New CCP Membership,总 Total,,1960,1969,52
250,慧农村志,新党员 New CCP Membership,男 Male,,1960,1969,44
250,慧农村志,新党员 New CCP Membership,女 Female,,1960,1969,8
250,慧农村志,新党员 New CCP Membership,总 Total,,1970,1979,51
250,慧农村志,新党员 New CCP Membership,男 Male,,1970,1979,43
250,慧农村志,新党员 New CCP Membership,女 Female,,1970,1979,8
250,慧农村志,新党员 New CCP Membership,总 Total,,1980,1989,31
250,慧农村志,新党员 New CCP Membership,男 Male,,1980,1989,28
250,慧农村志,新党员 New CCP Membership,女 Female,,1980,1989,3
250,慧农村志,新党员 New CCP Membership,总 Total,,1990,1999,21
250,慧农村志,新党员 New CCP Membership,男 Male,,1990,1999,17
250,慧农村志,新党员 New CCP Membership,女 Female,,1990,1999,4
250,慧农村志,新党员 New CCP Membership,总 Total,,2000,2010,19
250,慧农村志,新党员 New CCP Membership,男 Male,,2000,2010,9
250,慧农村志,新党员 New CCP Membership,女 Female,,2000,2010,10
254,亭东村志,入伍 Military Enlistment,,,1955,2010,145
254,亭东村志,村民纠纷 Number of Civil Mediations,,,1990,1995,48
254,亭东村志,村民纠纷 Number of Civil Mediations,,,2005,2010,210
254,亭东村志,新党员 New CCP Membership,男 Male,,1986,2010,27
254,亭东村志,新党员 New CCP Membership,女 Female,,1986,2010,5
254,亭东村志,新党员 New CCP Membership,总 Total,,1986,2010,32
255,民主村志,入伍 Military Enlistment,,,1955,2010,372
255,民主村志,共产党员 CCP Membership,男 Male,,1952,1959,20
255,民主村志,共产党员 CCP Membership,男 Male,,1960,1969,68
255,民主村志,共产党员 CCP Membership,男 Male,,1970,1979,60
255,民主村志,共产党员 CCP Membership,男 Male,,1980,1989,24
255,民主村志,共产党员 CCP Membership,男 Male,,1990,1999,24
255,民主村志,共产党员 CCP Membership,男 Male,,2000,2010,18
255,民主村志,共产党员 CCP Membership,女 Female,,1952,1959,4
255,民主村志,共产党员 CCP Membership,女 Female,,1960,1969,23
255,民主村志,共产党员 CCP Membership,女 Female,,1970,1979,13
255,民主村志,共产党员 CCP Membership,女 Female,,1980,1989,4
255,民主村志,共产党员 CCP Membership,女 Female,,1990,1999,6
255,民主村志,共产党员 CCP Membership,女 Female,,2000,2010,9
255,民主村志,共产党员 CCP Membership,总 Total,,1952,1959,24
255,民主村志,共产党员 CCP Membership,总 Total,,1960,1969,91
255,民主村志,共产党员 CCP Membership,总 Total,,1970,1979,73
255,民主村志,共产党员 CCP Membership,总 Total,,1980,1989,28
255,民主村志,共产党员 CCP Membership,总 Total,,1990,1999,30
255,民主村志,共产党员 CCP Membership,总 Total,,2000,2010,27
256,黄山店村志,入伍 Military Enlistment,,,1949,2014,68
258,罗衙村志,入伍 Military Enlistment,,,1954,2014,70
259,江头河村志,新党员 New CCP Membership,男 Male,,1957,1958,2
259,江头河村志,新党员 New CCP Membership,女 Female,,1957,1958,2
259,江头河村志,新党员 New CCP Membership,总 Total,,1957,1958,4
260,钱桥村志,入伍 Military Enlistment,,,1955,1999,105
260,钱桥村志,共产党员 CCP Membership,总 Total,,1949,1952,2
260,钱桥村志,共产党员 CCP Membership,男 Male,,1949,1952,2
260,钱桥村志,共产党员 CCP Membership,总 Total,,1953,1957,13
260,钱桥村志,共产党员 CCP Membership,男 Male,,1953,1957,11
260,钱桥村志,共产党员 CCP Membership,女 Female,,1953,1957,2
260,钱桥村志,共产党员 CCP Membership,总 Total,,1958,1983,37
260,钱桥村志,共产党员 CCP Membership,男 Male,,1958,1983,28
260,钱桥村志,共产党员 CCP Membership,女 Female,,1958,1983,9
260,钱桥村志,共产党员 CCP Membership,总 Total,,1984,1999,21
260,钱桥村志,共产党员 CCP Membership,男 Male,,1984,1999,13
260,钱桥村志,共产党员 CCP Membership,女 Female,,1984,1999,8
260,钱桥村志,新党员 New CCP Membership,总 Total,,1958,1959,4
261,寒王村志,入伍 Military Enlistment,,,1951,2009,59
262,新维村志,入伍 Military Enlistment,,,1955,2013,23
263,东张口村志,入伍 Military Enlistment,,,1955,1966,29
263,东张口村志,入伍 Military Enlistment,,,1968,1977,47
263,东张口村志,入伍 Military Enlistment,,,1978,1984,32
263,东张口村志,入伍 Military Enlistment,,,1985,1995,38
263,东张口村志,入伍 Military Enlistment,,,1996,2010,21
263,东张口村志,入伍 Military Enlistment,,,2011,2014,6
263,东张口村志,共产党员 CCP Membership,总 Total,,1950,1978,97
263,东张口村志,共产党员 CCP Membership,总 Total,,1979,2014,63
264,长安村志,入伍 Military Enlistment,,,1949,2001,67
264,长安村志,共产党员 CCP Membership,总 Total,,1954,2001,78
266,洞阳观村志,入伍 Military Enlistment,,,1955,2012,42
266,洞阳观村志,共产党员 CCP Membership,女 Female,,2000,2012,4
266,洞阳观村志,共产党员 CCP Membership,总 Total,,1979,1999,48
266,洞阳观村志,共产党员 CCP Membership,总 Total,,2000,2012,53
267,晨钟村志,入伍 Military Enlistment,,,1950,1959,23
267,晨钟村志,入伍 Military Enlistment,,,1960,1969,13
267,晨钟村志,入伍 Military Enlistment,,,1970,1979,25
267,晨钟村志,入伍 Military Enlistment,,,1980,1989,33
267,晨钟村志,入伍 Military Enlistment,,,1990,2014,21
268,北陈村志,共产党员 CCP Membership,总 Total,,1949,2009,121
270,洞源村志,村民纠纷 Number of Civil Mediations,,,1950,1993,3
270,洞源村志,刑事案件 Number of Reported Crimes,,,1950,1993,4
270,洞源村志,新党员 New CCP Membership,总 Total,,1971,1973,5
270,洞源村志,新党员 New CCP Membership,女 Female,,1971,1973,1
270,洞源村志,新党员 New CCP Membership,总 Total,,1982,1983,6
270,洞源村志,新党员 New CCP Membership,总 Total,,1984,1993,12
270,洞源村志,新党员 New CCP Membership,女 Female,,1985,1993,1
271,东街村志,入伍 Military Enlistment,,,1950,2015,201
271,东街村志,村民纠纷 Number of Civil Mediations,,,2010,2015,50
272,芙蓉村志,共产党员 CCP Membership,总 Total,,1968,2011,35
273,超墘村志,入伍 Military Enlistment,,,1950,2013,84
273,超墘村志,共产党员 CCP Membership,总 Total,,1952,2013,68
274,怀德村志,村民纠纷 Number of Civil Mediations,,,1997,1999,25
274,怀德村志,村民纠纷 Number of Civil Mediations,,,2002,2004,20
276,大潘家村志,入伍 Military Enlistment,,,1968,2010,54
276,大潘家村志,村民纠纷 Number of Civil Mediations,,,1995,1999,231
277,东大寨村志,入伍 Military Enlistment,,,1955,1983,62
277,东大寨村志,入伍 Military Enlistment,,,1984,2011,34
278,国际村志,入伍 Military Enlistment,,,1949,2015,81
278,国际村志,新党员 New CCP Membership,总 Total,,1950,1959,2
278,国际村志,新党员 New CCP Membership,总 Total,,1960,1969,1
278,国际村志,新党员 New CCP Membership,总 Total,,1970,1979,13
278,国际村志,新党员 New CCP Membership,总 Total,,1980,1989,2
278,国际村志,新党员 New CCP Membership,总 Total,,1990,1999,17
278,国际村志,新党员 New CCP Membership,总 Total,,2000,2015,53
278,国际村志,共产党员 CCP Membership,男 Male,,1990,1999,11
278,国际村志,新党员 New CCP Membership,女 Female,,1990,1999,6
280,北寨张村志,阶级成分 Class Status,,地主 Landlord,1947,1952,5
280,北寨张村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,19
280,北寨张村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,34
280,北寨张村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,36
281,碑登村志,新党员 New CCP Membership,总 Total,,1970,1980,10
281,碑登村志,新党员 New CCP Membership,总 Total,,1981,2000,22
281,碑登村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,1
281,碑登村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,36
281,碑登村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,80
283,固新村志,共产党员 CCP Membership,总 Total,,1949,1995,53
283,固新村志,阶级成分 Class Status,,地主 Landlord,1947,1952,4
283,固新村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,16
283,固新村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,121
283,固新村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,439
287,东方村志,入伍 Military Enlistment,,,1949,2011,131
289,百胜村志,入伍 Military Enlistment,,,1950,2006,299
293,碟子沟村志,入伍 Military Enlistment,,,1949,2015,20
295,何家楼村志,入伍 Military Enlistment,,,1955,2006,43
296,大省村志,新党员 New CCP Membership,总 Total,,1950,1960,3
296,大省村志,新党员 New CCP Membership,总 Total,,1960,1969,12
296,大省村志,新党员 New CCP Membership,总 Total,,1980,1989,7
300,斗门村志,新党员 New CCP Membership,总 Total,,1950,1979,29
300,斗门村志,新党员 New CCP Membership,总 Total,,1980,1989,7
303,陈屯村志,阶级成分 Class Status,,地主 Landlord,1947,1952,8
303,陈屯村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,9
303,陈屯村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,66
303,陈屯村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,45
306,大英村志,入伍 Military Enlistment,,,1951,2012,56
309,开弦弓村志,入伍 Military Enlistment,,,1953,1954,17
309,开弦弓村志,入伍 Military Enlistment,,,1955,1956,5
309,开弦弓村志,入伍 Military Enlistment,,,1955,2010,151
309,开弦弓村志,村民纠纷 Number of Civil Mediations,,,2001,2010,121
309,开弦弓村志,新党员 New CCP Membership,总 Total,,1983,2000,34
309,开弦弓村志,新党员 New CCP Membership,总 Total,,2001,2010,12
309,开弦弓村志,共产党员 CCP Membership,男 Male,,1949,1953,3
309,开弦弓村志,共产党员 CCP Membership,男 Male,,1954,1960,28
309,开弦弓村志,共产党员 CCP Membership,男 Male,,1961,1970,42
309,开弦弓村志,共产党员 CCP Membership,男 Male,,1971,1980,81
309,开弦弓村志,共产党员 CCP Membership,男 Male,,1981,1990,99
309,开弦弓村志,共产党员 CCP Membership,男 Male,,1991,2000,129
309,开弦弓村志,共产党员 CCP Membership,男 Male,,2001,2010,134
309,开弦弓村志,共产党员 CCP Membership,女 Female,,1954,1960,5
309,开弦弓村志,共产党员 CCP Membership,女 Female,,1961,1970,5
309,开弦弓村志,共产党员 CCP Membership,女 Female,,1971,1980,8
309,开弦弓村志,共产党员 CCP Membership,女 Female,,1981,1990,9
309,开弦弓村志,共产党员 CCP Membership,女 Female,,1991,2000,15
309,开弦弓村志,共产党员 CCP Membership,女 Female,,2001,2010,25
309,开弦弓村志,共产党员 CCP Membership,总 Total,,1949,1953,3
309,开弦弓村志,共产党员 CCP Membership,总 Total,,1954,1960,33
309,开弦弓村志,共产党员 CCP Membership,总 Total,,1961,1970,47
309,开弦弓村志,共产党员 CCP Membership,总 Total,,1971,1980,89
309,开弦弓村志,共产党员 CCP Membership,总 Total,,1981,1990,108
309,开弦弓村志,共产党员 CCP Membership,总 Total,,1991,2000,144
309,开弦弓村志,共产党员 CCP Membership,总 Total,,2001,2010,159
313,刘集村志,入伍 Military Enlistment,,,1949,1954,10
313,刘集村志,入伍 Military Enlistment,,,1955,2009,48
315,花沟王村志,入伍 Military Enlistment,,,1949,2016,40
316,黄岗村志,新党员 New CCP Membership,总 Total,,1970,1979,13
316,黄岗村志,新党员 New CCP Membership,总 Total,,1980,1989,13
316,黄岗村志,入伍 Military Enlistment,,,1951,1998,70
316,黄岗村志,阶级成分 Class Status,,地主 Landlord,1947,1952,15
316,黄岗村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,6
316,黄岗村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,87
316,黄岗村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,164
316,黄岗村志,新党员 New CCP Membership,总 Total,,1950,1959,8
316,黄岗村志,新党员 New CCP Membership,总 Total,,1990,1999,26
318,柳林屯村志,入伍 Military Enlistment,,,1950,1992,75
318,柳林屯村志,新党员 New CCP Membership,总 Total,,1966,1976,13
318,柳林屯村志,阶级成分 Class Status,,地主 Landlord,1947,1952,5
318,柳林屯村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,8
319,花园关村志,入伍 Military Enlistment,,,1960,2014,41
320,金沙村志,入伍 Military Enlistment,,,1949,2015,54
321,巨口铺村志,入伍 Military Enlistment,,,1949,2016,93
322,后楼村志,入伍 Military Enlistment,,,1949,1954,30
322,后楼村志,共产党员 CCP Membership,总 Total,,1950,2013,248
322,后楼村志,新党员 New CCP Membership,总 Total,,1953,1978,186
322,后楼村志,新党员 New CCP Membership,总 Total,,1979,2013,62
324,大张营村志,入伍 Military Enlistment,,,1950,2008,56
324,大张营村志,共产党员 CCP Membership,总 Total,,1950,2008,68
324,大张营村志,新党员 New CCP Membership,总 Total,,1950,1959,12
324,大张营村志,新党员 New CCP Membership,总 Total,,1960,1979,38
324,大张营村志,新党员 New CCP Membership,总 Total,,1980,1989,5
324,大张营村志,新党员 New CCP Membership,总 Total,,1990,1999,5
324,大张营村志,新党员 New CCP Membership,总 Total,,2001,2008,8
324,大张营村志,新党员 New CCP Membership,女 Female,,1950,2008,12
327,四台子村志,阶级成分 Class Status,,地主 Landlord,1947,1952,5
327,四台子村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,4
327,四台子村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,14
327,四台子村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,240
330,庙东村志,共产党员 CCP Membership,总 Total,,1955,1956,3
330,庙东村志,共产党员 CCP Membership,总 Total,,1957,1960,6
330,庙东村志,共产党员 CCP Membership,总 Total,,1961,1972,21
330,庙东村志,共产党员 CCP Membership,总 Total,,1972,1975,36
330,庙东村志,共产党员 CCP Membership,总 Total,,1975,1977,45
330,庙东村志,共产党员 CCP Membership,总 Total,,1978,1989,52
330,庙东村志,共产党员 CCP Membership,总 Total,,1989,1996,48
330,庙东村志,共产党员 CCP Membership,总 Total,,1996,2013,82
331,茅岗村志,共产党员 CCP Membership,总 Total,,1955,1957,10
331,茅岗村志,共产党员 CCP Membership,总 Total,,1958,1959,10
331,茅岗村志,共产党员 CCP Membership,总 Total,,1960,1961,20
331,茅岗村志,共产党员 CCP Membership,总 Total,,1962,1963,20
331,茅岗村志,共产党员 CCP Membership,总 Total,,1963,1967,30
331,茅岗村志,共产党员 CCP Membership,总 Total,,1968,1979,40
331,茅岗村志,共产党员 CCP Membership,总 Total,,1980,1993,80
331,茅岗村志,共产党员 CCP Membership,总 Total,,1993,1995,80
331,茅岗村志,共产党员 CCP Membership,总 Total,,1996,1998,90
331,茅岗村志,共产党员 CCP Membership,总 Total,,1999,2002,100
331,茅岗村志,共产党员 CCP Membership,总 Total,,2002,2007,100
332,近江村志,入伍 Military Enlistment,,,1955,1990,55
333,柳树林村村志,新党员 New CCP Membership,总 Total,,1990,1999,13
334,灵岩村志,入伍 Military Enlistment,,,1950,2009,102
335,吉安城村志,入伍 Military Enlistment,,,1959,2014,76
335,吉安城村志,共产党员 CCP Membership,总 Total,,1955,2013,60
336,常青村志续编,入伍 Military Enlistment,,,1989,1992,7
336,常青村志续编,新党员 New CCP Membership,总 Total,,1987,1992,7
337,李巷村志,村民纠纷 Number of Civil Mediations,,,2005,2013,238
337,李巷村志,阶级成分 Class Status,,地主 Landlord,1947,1952,25
337,李巷村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,14
337,李巷村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,193
337,李巷村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,680
339,旧泉坊村志,共产党员 CCP Membership,总 Total,,1958,1959,5
340,建河村志,阶级成分 Class Status,,地主 Landlord,1947,1952,3
340,建河村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,5
340,建河村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,68
340,建河村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,170
342,李家沟村志,入伍 Military Enlistment,,,1949,2012,130
342,李家沟村志,新党员 New CCP Membership,总 Total,,2009,2011,7
343,梁官村志,阶级成分 Class Status,,地主 Landlord,1947,1952,10
343,梁官村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,8
343,梁官村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,72
343,梁官村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,167
344,环湖村志,入伍 Military Enlistment,,,1969,2007,18
344,环湖村志,新党员 New CCP Membership,总 Total,,1950,1959,4
344,环湖村志,新党员 New CCP Membership,总 Total,,1960,1969,5
344,环湖村志,新党员 New CCP Membership,总 Total,,1970,1979,5
344,环湖村志,新党员 New CCP Membership,总 Total,,1980,1989,8
344,环湖村志,新党员 New CCP Membership,总 Total,,1990,1999,12
344,环湖村志,新党员 New CCP Membership,总 Total,,2000,2007,12
345,辉河村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,5
345,辉河村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,10
347,北甸西村志,入伍 Military Enlistment,,,1955,2009,40
348,尖山下村志,新党员 New CCP Membership,总 Total,,1957,1958,5
348,尖山下村志,新党员 New CCP Membership,总 Total,,1979,1992,13
350,蒋家村志,入伍 Military Enlistment,,,1955,2002,62
350,蒋家村志,阶级成分 Class Status,,地主 Landlord,1947,1952,6
350,蒋家村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,22
350,蒋家村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,154
350,蒋家村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,126
351,雷家崄村志,入伍 Military Enlistment,,,1956,2005,17
352,合兴村志,入伍 Military Enlistment,,,1950,2010,31
352,合兴村志,新党员 New CCP Membership,总 Total,,1951,2010,51
354,花园岗村志,入伍 Military Enlistment,,,1949,2006,22
354,花园岗村志,新党员 New CCP Membership,总 Total,,1950,1959,1
354,花园岗村志,新党员 New CCP Membership,总 Total,,1960,1969,1
354,花园岗村志,新党员 New CCP Membership,总 Total,,1970,1979,4
354,花园岗村志,新党员 New CCP Membership,总 Total,,1980,1989,7
354,花园岗村志,新党员 New CCP Membership,总 Total,,1990,1999,8
355,孟石岗村志,共产党员 CCP Membership,总 Total,,1949,2001,56
355,孟石岗村志,共产党员 CCP Membership,男 Male,,1949,2001,47
355,孟石岗村志,共产党员 CCP Membership,女 Female,,1949,2001,9
355,孟石岗村志,阶级成分 Class Status,,地主 Landlord,1947,1952,1
355,孟石岗村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,4
356,西水头村志,入伍 Military Enlistment,,,1951,2007,63
356,西水头村志,共产党员 CCP Membership,总 Total,,1954,2008,67
357,义东沟村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,54
357,义东沟村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,379
357,义东沟村志,入伍 Military Enlistment,,,1950,1951,11
357,义东沟村志,入伍 Military Enlistment,,,1956,2008,100
359,新塘村志,入伍 Military Enlistment,,,1949,2000,80
359,新塘村志,村民纠纷 Number of Civil Mediations,,,1996,2000,81
361,黄洞村志,村民纠纷 Number of Civil Mediations,,,2002,2005,222
363,黄村村志,入伍 Military Enlistment,,,1955,2006,190
364,官井头村志,新党员 New CCP Membership,总 Total,,1949,1959,33
364,官井头村志,新党员 New CCP Membership,总 Total,,1960,1969,12
364,官井头村志,新党员 New CCP Membership,总 Total,,1970,1979,29
364,官井头村志,新党员 New CCP Membership,总 Total,,1980,1989,10
364,官井头村志,新党员 New CCP Membership,总 Total,,1990,1999,31
364,官井头村志,新党员 New CCP Membership,总 Total,,2000,2006,36
364,官井头村志,阶级成分 Class Status,,地主 Landlord,1947,1952,1
364,官井头村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,8
364,官井头村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,13
364,官井头村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,286
365,珠村村志,入伍 Military Enlistment,,,1949,2005,127
365,珠村村志,入伍 Military Enlistment,,,1990,2005,53
366,分将池村志,入伍 Military Enlistment,,,1958,2006,78
368,油甘埔村志,入伍 Military Enlistment,,,1956,2005,51
369,尚介村志,入伍 Military Enlistment,,,1949,2010,102
370,关址村志,入伍 Military Enlistment,,,1951,2010,25
370,关址村志,村民纠纷 Number of Civil Mediations,,,2008,2010,14
370,关址村志,阶级成分 Class Status,,地主 Landlord,1947,1952,3
370,关址村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,7
373,李袁村志,新党员 New CCP Membership,总 Total,,1950,1959,15
373,李袁村志,新党员 New CCP Membership,总 Total,,1960,1969,35
373,李袁村志,新党员 New CCP Membership,总 Total,,1970,1979,86
373,李袁村志,新党员 New CCP Membership,总 Total,,1980,1989,35
373,李袁村志,新党员 New CCP Membership,总 Total,,1990,1999,38
373,李袁村志,新党员 New CCP Membership,总 Total,,2000,2010,51
374,李沟头村志,新党员 New CCP Membership,总 Total,,1972,1976,2
374,李沟头村志,阶级成分 Class Status,,地主 Landlord,1947,1952,3
374,李沟头村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,3
375,三勤村志,入伍 Military Enlistment,,,1949,2011,65
377,横山村志,入伍 Military Enlistment,,,1949,2012,116
382,盘石村志,入伍 Military Enlistment,,,1949,1995,127
383,清河村志,入伍 Military Enlistment,,,1951,1995,150
383,清河村志,新党员 New CCP Membership,总 Total,,1950,1959,11
383,清河村志,新党员 New CCP Membership,总 Total,,1960,1969,11
383,清河村志,新党员 New CCP Membership,总 Total,,1970,1979,29
383,清河村志,新党员 New CCP Membership,总 Total,,1980,1989,33
383,清河村志,新党员 New CCP Membership,总 Total,,1990,1995,53
384,坡底村志,共产党员 CCP Membership,男 Male,,1954,2011,47
384,坡底村志,共产党员 CCP Membership,女 Female,,1954,2011,18
384,坡底村志,共产党员 CCP Membership,总 Total,,1954,2011,65
388,龙头村志,新党员 New CCP Membership,总 Total,,1965,1966,11
388,龙头村志,新党员 New CCP Membership,总 Total,,1977,1997,12
388,龙头村志,新党员 New CCP Membership,总 Total,,1999,2009,16
391,卢家巷村志,入伍 Military Enlistment,,,1949,2014,181
392,沙河岸村志,阶级成分 Class Status,,地主 Landlord,1947,1952,3
392,沙河岸村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,3
392,沙河岸村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,10
392,沙河岸村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,59
393,北皋村志,入伍 Military Enlistment,,,1955,2008,60
393,北皋村志,阶级成分 Class Status,,地主 Landlord,1947,1952,2
393,北皋村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,8
393,北皋村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,23
393,北皋村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,138
396,毛俊村志,共产党员 CCP Membership,总 Total,,1958,1963,8
396,毛俊村志,共产党员 CCP Membership,总 Total,,1974,1981,16
396,毛俊村志,共产党员 CCP Membership,总 Total,,1982,1990,32
396,毛俊村志,共产党员 CCP Membership,总 Total,,1990,1993,36
396,毛俊村志,共产党员 CCP Membership,总 Total,,1994,1996,38
396,毛俊村志,共产党员 CCP Membership,总 Total,,1997,1999,40
396,毛俊村志,共产党员 CCP Membership,总 Total,,1999,2002,43
396,毛俊村志,共产党员 CCP Membership,总 Total,,2002,2005,50
396,毛俊村志,共产党员 CCP Membership,总 Total,,2005,2008,57
398,南崖村志,共产党员 CCP Membership,总 Total,,1949,2009,47
401,南东坊村志,入伍 Military Enlistment,,,1955,2002,150
406,李庄村志,入伍 Military Enlistment,,,1949,1991,106
407,聂寨村志,新党员 New CCP Membership,总 Total,,1950,1951,10
407,聂寨村志,阶级成分 Class Status,,地主 Landlord,1949,1950,4
407,聂寨村志,阶级成分 Class Status,,富农 Rich Peasant,1949,1950,5
407,聂寨村志,阶级成分 Class Status,,中农 Middle Peasant,1949,1950,36
407,聂寨村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1949,1950,46
409,桥塘村志,入伍 Military Enlistment,,,1949,1996,110
411,施厚村志,阶级成分 Class Status,,地主 Landlord,1947,1952,31
411,施厚村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,14
411,施厚村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,62
411,施厚村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,206
412,牛头镇村志,村民纠纷 Number of Civil Mediations,,,1985,1994,268
413,三寨村志,村民纠纷 Number of Civil Mediations,,,2000,2012,50
413,三寨村志,新党员 New CCP Membership,总 Total,,1958,1959,2
415,南庄村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,49
415,南庄村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,141
418,平羌村志,入伍 Military Enlistment,,,1950,1952,5
