村志代码 Gazetteer Code,村志书名 Gazetteer Title,海拔 (米) Altitude,平均降水量单位 Average Yearly Precipitation Unit,平均降水量 Average Yearly Precipitation Amount,平均温度单位 Average Yearly Temperature Unit,平均温度 Average Yearly Temperature
548,城畈村志,n/a,毫米 millimeter,1093.5,没有相关数据 No Available Data,n/a
549,柳树垭村志,400,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
550,大塘村志,420,毫米 millimeter,1093.3,°C,16.4
552,二龙村志,600,毫米 millimeter,1200,°C,16
553,旧居村志,n/a,毫米 millimeter,1000,°C,22
554,左洼村志,n/a,毫米 millimeter,800,°C,14.4
555,中石村志,n/a,毫米 millimeter,1300,°C,17
557,沥坑刘村村志,21,毫米 millimeter,1520.9,°C,17.45
558,稠泉村志,n/a,毫米 millimeter,1300,°C,16.7
559,朱家港村志,86,毫米 millimeter,1200,°C,16.8
560,川心堡村志,n/a,毫米 millimeter,1174,°C,14.7
561,代州营村志,1100,毫米 millimeter,100,没有相关数据 No Available Data,n/a
562,北陶村志,4,毫米 millimeter,1257,°C,16.3
564,菜园头村志,n/a,毫米 millimeter,1282.8,°C,17
565,凌庄子村志,n/a,毫米 millimeter,566.4,°C,11.6
566,马郡村志,n/a,毫米 millimeter,117.2,°C,7.6
567,虎牙滩村志,105.45,毫米 millimeter,1114.5,°C,16.9
568,土艳村志,n/a,毫米 millimeter,1801,°C,23.7
569,方村志,n/a,没有相关数据 No Available Data,n/a,°C,16.4
570,拱市村志,n/a,毫米 millimeter,929,°C,16.8
571,护城村志,n/a,毫米 millimeter,1084.4,°C,15.1
572,冯村志,320,毫米 millimeter,1519.3,°C,15.8
573,塘井村志,n/a,毫米 millimeter,1400,°C,18
574,白杨源志,n/a,没有相关数据 No Available Data,n/a,°C,16
575,邢泉村志,1220,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
576,张石村志,1165,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
577,青羊岗土家族村志,n/a,毫米 millimeter,1125.2,°C,16.5
578,三山村志,n/a,毫米 millimeter,1330,°C,17
580,西南庄村志,n/a,毫米 millimeter,500,°C,12
581,瓦子坪村志,300,毫米 millimeter,1200,°C,16
582,岔河村志,n/a,毫米 millimeter,1500,°C,13
584,唐家坪村志,n/a,没有相关数据 No Available Data,n/a,°C,19
585,船石村志,700,毫米 millimeter,1000,°C,20
586,膏田村志,n/a,毫米 millimeter,1440,°C,16.3
587,新屋咀村志,348,毫米 millimeter,1050,°C,17.4
588,石牌坊村志,249,毫米 millimeter,1035,°C,18.1
589,锁口村志,357,毫米 millimeter,1100,°C,17.1
590,惠农村志,n/a,没有相关数据 No Available Data,n/a,°C,17.2
591,大板桥村志,1959,毫米 millimeter,1006.5,°C,15.45
592,大坝村志,1888.8,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
593,大波那村志,n/a,毫米 millimeter,690,°C,14
594,天马村志,2233,没有相关数据 No Available Data,n/a,°C,12.3
595,吴井村志,1894,毫米 millimeter,1120,°C,15
596,新河村志,1886.3,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
597,万沟村志,362.1,毫米 millimeter,1069,°C,17.1
598,四合村志,374,毫米 millimeter,1024.3,°C,17.2
599,石河村志,n/a,没有相关数据 No Available Data,n/a,°C,17
600,乌木村村志,n/a,没有相关数据 No Available Data,n/a,°C,17
601,肇兴村志,n/a,毫米 millimeter,1200,°C,16.3
602,竹坪村志,n/a,毫米 millimeter,1000,°C,16
604,石下村村志,1256,毫米 millimeter,1966,°C,16.6
605,八角村志,n/a,毫米 millimeter,670,没有相关数据 No Available Data,n/a
606,北阁村志,18,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
607,白杜村村志,n/a,毫米 millimeter,450,°C,10
608,大王村志,n/a,毫米 millimeter,552.4,°C,10
609,长浜村志,n/a,毫米 millimeter,1000,°C,15.5
611,沉香村志,n/a,毫米 millimeter,1061.9,°C,15.5
612,东华村志,n/a,毫米 millimeter,1100,°C,14.5
613,大星村志,n/a,毫米 millimeter,1174.2,°C,15.1
614,成日村志,n/a,毫米 millimeter,1061.9,没有相关数据 No Available Data,n/a
615,谙正村志,n/a,没有相关数据 No Available Data,n/a,°C,7
616,安家皂村志,989,毫米 millimeter,400,°C,7.5
617,安昌村志,900,没有相关数据 No Available Data,n/a,°C,9
618,崔堡村志,n/a,毫米 millimeter,937.4,°C,14.4
620,程墩村志,n/a,没有相关数据 No Available Data,n/a,°C,16
621,仁里村志,171,毫米 millimeter,1520,°C,15.8
624,獐岛村志,n/a,毫米 millimeter,837.9,°C,9
625,邓一村志,n/a,毫米 millimeter,1222.2,没有相关数据 No Available Data,n/a
626,竹元村志,n/a,没有相关数据 No Available Data,n/a,°C,17.8
627,长春村志,n/a,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
630,赵家村志,3,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
631,溪尾村志,44.8,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
633,陈胡村志,4,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
635,党家村志,n/a,毫米 millimeter,680,°C,13.5
636,南宵村志,n/a,毫米 millimeter,1000,°C,17
637,镇丰村志,434,毫米 millimeter,670,°C,13.3
639,阳山村志,n/a,没有相关数据 No Available Data,n/a,°C,10
640,榜山村志,803,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
641,保卫村志,n/a,没有相关数据 No Available Data,n/a,°C,15.5
642,后黄村志,n/a,毫米 millimeter,1400,°C,20
643,北金召村志,n/a,毫米 millimeter,610.32,°C,12.98
644,度城村志,n/a,毫米 millimeter,1133.3,°C,16.1
645,洞山村志,n/a,毫米 millimeter,1425.4,°C,14.7
646,玉河村志,2415.9,没有相关数据 No Available Data,n/a,°C,12.6
647,可邑彝族村志,n/a,毫米 millimeter,977.8,°C,15
648,官渡社区志,n/a,毫米 millimeter,1011,°C,14.5
650,云溪永丰村志,1891.5,没有相关数据 No Available Data,n/a,°C,16.5
651,周家村志,1881,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
652,小围埂村志,n/a,毫米 millimeter,850,°C,22
653,高镇村志,95,没有相关数据 No Available Data,n/a,°C,17.5
654,官林村志,n/a,毫米 millimeter,1197.3,°C,14.5
655,海星村志,3,毫米 millimeter,1344.8,°C,16
656,北关村志,10,没有相关数据 No Available Data,n/a,°C,11.5
658,义路村志,n/a,没有相关数据 No Available Data,n/a,°C,16.5
659,邑等村志,n/a,毫米 millimeter,1200,°C,18.2
660,羊甫村志,1896,没有相关数据 No Available Data,n/a,°C,14.7
663,边院村志,80,毫米 millimeter,600,°C,12.9
664,北安河村志,58,毫米 millimeter,542.7,没有相关数据 No Available Data,n/a
666,可建村志,n/a,毫米 millimeter,1700,°C,16.7
667,白文村志,1156.5,毫米 millimeter,563,°C,6.7
668,八仙庄村志,n/a,毫米 millimeter,550,°C,13.3
671,顾家村志,n/a,毫米 millimeter,1000,°C,7
672,小南村志,n/a,毫米 millimeter,552.4,没有相关数据 No Available Data,n/a
674,歌山村志,n/a,毫米 millimeter,1410,°C,16.1
675,大京村志,n/a,毫米 millimeter,1415.7,°C,19.1
676,南韩村志,497,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
677,北关村志,n/a,毫米 millimeter,645.5,°C,13.4
678,后孙密城村志,n/a,毫米 millimeter,623.7,°C,13.4
682,白和村志,1200,毫米 millimeter,500,没有相关数据 No Available Data,n/a
683,杜家堡村志,n/a,毫米 millimeter,580.17,没有相关数据 No Available Data,n/a
684,杜山村志,20,没有相关数据 No Available Data,n/a,°C,13
685,花胡庄村志,90,毫米 millimeter,649.9,°C,14.2
686,小蒲水村志,115,毫米 millimeter,594.6,°C,14.4
687,杜羊圈村志,1100,毫米 millimeter,390,°C,8.6
688,孤山村志,n/a,毫米 millimeter,800,没有相关数据 No Available Data,n/a
690,巴洲村志,n/a,毫米 millimeter,550,°C,10.3
691,东马各庄村志,30,毫米 millimeter,625,°C,11.5
692,八间房村志,400,毫米 millimeter,500,°C,6.6
693,北万山村志,400,毫米 millimeter,694,°C,12.8
694,东岭村志,n/a,毫米 millimeter,656,°C,13.2
695,东石村志,25.4,没有相关数据 No Available Data,n/a,°C,11.3
696,北堆村志,n/a,毫米 millimeter,600,°C,11.9
697,白庙村志,n/a,毫米 millimeter,550,没有相关数据 No Available Data,n/a
698,涧东村志,418,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
699,罗口村志,300,没有相关数据 No Available Data,n/a,°C,14.5
700,古城村志,n/a,毫米 millimeter,1354,°C,15.5
701,汤泉村志,400,毫米 millimeter,1650,°C,18
702,半峪村志,n/a,毫米 millimeter,560,°C,12
703,东庄村志,n/a,毫米 millimeter,1000,°C,15.5
704,贾岗村志,n/a,毫米 millimeter,649.9,°C,14.2
705,曹家馆村志,n/a,毫米 millimeter,650,没有相关数据 No Available Data,n/a
706,北龙口村志,n/a,毫米 millimeter,534.8,°C,13
707,古方村志,7.2,毫米 millimeter,1071.4,°C,15.4
708,观山村志,n/a,没有相关数据 No Available Data,n/a,°C,15.1
709,工农村志,n/a,毫米 millimeter,1406.8,°C,16.1
710,国庆村志,n/a,毫米 millimeter,1450,°C,16.3
711,北陈庄村志,52.5,毫米 millimeter,580.3,°C,13.4
712,北庄村志,n/a,毫米 millimeter,600,°C,11.3
713,东二旗村志,n/a,毫米 millimeter,600,°C,11.8
714,黄山村志,n/a,没有相关数据 No Available Data,n/a,°C,19.7
715,北甸东村志,27.9,毫米 millimeter,600,°C,11.8
716,[Bing]洲村志,n/a,毫米 millimeter,1000,°C,20
718,塘溪村志,160,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
719,蓝田村志,4,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
720,段家寨村志,913,毫米 millimeter,429,°C,9.1
722,安仁村志,n/a,毫米 millimeter,1600,°C,16.9
723,查王村志,n/a,毫米 millimeter,626.3,°C,13.8
724,燃灯寺村志,758,毫米 millimeter,696.9,°C,13
725,长岭村志,n/a,毫米 millimeter,738.3,°C,11
726,草山岭村志,140,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
728,安家庄村志,n/a,毫米 millimeter,650,°C,13.8
729,人民村志,n/a,毫米 millimeter,1000,°C,15.5
731,中角村志,n/a,毫米 millimeter,350,°C,9
732,九保村志,n/a,毫米 millimeter,1239.7,°C,18.4
733,森林村志,4,毫米 millimeter,1088,°C,15
734,白河村志,1460,没有相关数据 No Available Data,n/a,°C,20
735,凤凰村志,5.3,毫米 millimeter,1042.7,°C,15.2
736,北邵洼村志,64,毫米 millimeter,550.3,°C,11.8
738,北关村志,760,毫米 millimeter,500,°C,10
741,北方平村志,n/a,毫米 millimeter,496.2,°C,13.3
743,北齐村志,74.2,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
746,大陵村志,n/a,没有相关数据 No Available Data,n/a,°C,20
747,北桑鲁村志,n/a,毫米 millimeter,500,没有相关数据 No Available Data,n/a
748,三八村志,n/a,毫米 millimeter,1222.2,°C,16.8
749,梨花村志,1780,毫米 millimeter,925,°C,15.3
750,金鸭村志,500,毫米 millimeter,1050,°C,18
751,江东村志,n/a,毫米 millimeter,1469.4,°C,13.8
752,铁门村志,285,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
753,黄柳村志,n/a,毫米 millimeter,1200,°C,16.6
754,乐乌村志,1868,毫米 millimeter,1000,°C,14.8
755,六甲村志,n/a,毫米 millimeter,1120,°C,16
756,姜城村志,n/a,毫米 millimeter,400,°C,12
757,井溢村志,682,毫米 millimeter,450,°C,11.4
758,王梁村志,n/a,毫米 millimeter,280,°C,9
759,王家村志,500,毫米 millimeter,560,没有相关数据 No Available Data,n/a
760,梁家河村志,1889,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
764,小圩村志,2.5,毫米 millimeter,1088,°C,15.5
765,贺北村志,n/a,毫米 millimeter,1122,°C,16.6
766,横沟村志,4.5,没有相关数据 No Available Data,n/a,°C,15
768,温河村志,n/a,毫米 millimeter,1246.4,°C,17
770,长命水村志,n/a,毫米 millimeter,2000,°C,21.8
772,新塘村志,4.5,毫米 millimeter,1238,°C,16
773,富达畲村志,630,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
774,北年丰村志,37,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
775,崔各庄村志,37.3,毫米 millimeter,600,°C,12
776,城西吕家村志,n/a,毫米 millimeter,650.3,没有相关数据 No Available Data,n/a
777,城里村志,n/a,毫米 millimeter,700,°C,12.5
778,马镇村志,900,毫米 millimeter,405,°C,9.7
780,北谷丰村志,n/a,毫米 millimeter,441.8,°C,9.8
781,曹口村志,45,毫米 millimeter,661.3,°C,13.4
782,车家下庄村志,n/a,毫米 millimeter,784,°C,12.6
783,城北村志,n/a,毫米 millimeter,865.4,°C,11.3
784,车陂村志,n/a,毫米 millimeter,2000,°C,21
785,北坡村志,n/a,没有相关数据 No Available Data,n/a,°C,11
786,双生村志,1100,没有相关数据 No Available Data,n/a,°C,20
787,路口村志,n/a,毫米 millimeter,1164.1,°C,19.8
789,东埔村志,369,毫米 millimeter,1850,°C,19.3
790,新盛村志,n/a,没有相关数据 No Available Data,n/a,°C,15.7
791,鞍山村志,n/a,毫米 millimeter,1400,°C,16.2
792,北固碾村志,n/a,毫米 millimeter,450,°C,10
793,曹各庄村志,26,毫米 millimeter,606.4,°C,11.3
794,北马房村志,25.9,毫米 millimeter,606.4,没有相关数据 No Available Data,n/a
796,西贺家石村志,n/a,毫米 millimeter,486,没有相关数据 No Available Data,9.7
798,旧飞鹅村村志,n/a,毫米 millimeter,1709.3,°C,22
799,门头村志,n/a,毫米 millimeter,653.5,没有相关数据 No Available Data,11
800,水朗村志,n/a,毫米 millimeter,1757.3,°C,22
801,星光村志,n/a,毫米 millimeter,1061,°C,15.5
802,北平村志,1448,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
803,北七家庄村志,29.2,毫米 millimeter,600,°C,13
804,北岭头村志,962,毫米 millimeter,549,没有相关数据 No Available Data,n/a
809,沙坪寺村志,n/a,毫米 millimeter,400,°C,9
810,讲武殿村志,n/a,毫米 millimeter,585,°C,13
811,党家庄村志,n/a,没有相关数据 No Available Data,n/a,°C,12.9
812,沙坝村志,1676,毫米 millimeter,966,°C,15
813,八方村志,263,毫米 millimeter,563,°C,14.2
814,鳌头村志,n/a,毫米 millimeter,601.6,°C,14.7
815,龙泉村志,n/a,毫米 millimeter,1250,°C,15
816,土堆村志,1889,毫米 millimeter,1045,°C,14.4
818,东营村志,n/a,毫米 millimeter,600,°C,15
819,北胡庄村志,n/a,毫米 millimeter,542.2,°C,13.9
820,白洋村志,n/a,毫米 millimeter,1300,°C,16
822,东白仓村志,51,毫米 millimeter,822.4,°C,13.4
823,福永村志,n/a,毫米 millimeter,1200,°C,15
824,东八村村志,n/a,毫米 millimeter,557.4,°C,12.1
825,东升村志,n/a,毫米 millimeter,1500,°C,20
826,东皇墓村志,n/a,没有相关数据 No Available Data,n/a,°C,13.1
827,营前村志,n/a,没有相关数据 No Available Data,n/a,°C,15.5
828,大谈村志,84.78,毫米 millimeter,569.8,°C,12.9
829,鸡翅岭村志,n/a,毫米 millimeter,1800,°C,22
831,沿南村志,n/a,毫米 millimeter,1060,°C,15.2
832,白坟村志,n/a,毫米 millimeter,510,°C,14.3
835,岸上村志,62,毫米 millimeter,544,°C,13.6
839,赤水垟志,n/a,毫米 millimeter,1506.8,°C,17.5
840,侨乡村志,n/a,毫米 millimeter,1472.9,°C,22.2
842,美林村志,428,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
843,蔡和村志,n/a,毫米 millimeter,1692.5,°C,15.4
844,十里·大桥村志,1898,毫米 millimeter,1000,°C,22
846,葭芦都三甲李氏村志,900,毫米 millimeter,400,°C,8
847,牛薛沟村志,1050,毫米 millimeter,500,°C,10
849,碧龙村志,485,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
852,北海山村志,150,没有相关数据 No Available Data,n/a,°C,13.5
853,坂田村志,21,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
854,塘头村志,n/a,毫米 millimeter,1600,°C,21.7
856,南皋村志,34,毫米 millimeter,606.4,°C,11.8
859,花乡葆台村志,47,毫米 millimeter,550,°C,12.8
862,王官屯村志,n/a,毫米 millimeter,581,°C,12.5
863,戴湾村志,n/a,毫米 millimeter,606.5,°C,15
864,柳子圪旦村志,n/a,毫米 millimeter,240,°C,6
865,理家庄村志,n/a,毫米 millimeter,450,°C,8.8
866,小车村志,n/a,毫米 millimeter,504.4,°C,13.5
868,上柳源村志,n/a,毫米 millimeter,1600,°C,17.2
869,库城村志,n/a,毫米 millimeter,600,°C,8
870,崔家沟村志,723,毫米 millimeter,520,°C,9.9
871,堆谷山村志,n/a,毫米 millimeter,1700,没有相关数据 No Available Data,n/a
873,余川村志,292,毫米 millimeter,1400,°C,16
875,海口里仁村志,1900,毫米 millimeter,922.9,°C,14.7
876,永清村志,570,毫米 millimeter,679.1,°C,12.6
878,姜湾村志,n/a,毫米 millimeter,878.6,°C,15.2
879,恬庄村志,5,毫米 millimeter,1077,°C,15.8
881,后山村志,n/a,毫米 millimeter,1644.6,°C,16.6
883,栗子坪村志,1400,毫米 millimeter,2300,没有相关数据 No Available Data,n/a
884,栗林河村志,n/a,毫米 millimeter,930,°C,10
885,歙县三阳村志,245,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
886,大峡谷村志,480,毫米 millimeter,1500,°C,15.5
887,胡家坟村志,3.75,毫米 millimeter,1374.7,°C,16.2
888,云家码头村志,n/a,毫米 millimeter,396.6,°C,10
889,杓袁村志,n/a,毫米 millimeter,649.9,°C,14.2
890,西河村志,n/a,毫米 millimeter,636.9,°C,13.4
893,东桃村志,n/a,毫米 millimeter,1337,°C,16.6
895,祝陵村志,n/a,毫米 millimeter,1246.3,没有相关数据 No Available Data,n/a
897,高拱桥村志,500,毫米 millimeter,1570,°C,15.6
899,放羊坪村志,n/a,毫米 millimeter,1200,°C,16.7
900,欧桥村志,n/a,毫米 millimeter,1073.2,°C,16.2
901,钱家山村志,580,没有相关数据 No Available Data,n/a,°C,15
902,陈家墕村志,930,毫米 millimeter,395,°C,10
903,木头峪村志,698.2,毫米 millimeter,365,°C,22
904,大胜村志,n/a,毫米 millimeter,1700,没有相关数据 No Available Data,n/a
905,西上庄村志,n/a,毫米 millimeter,652.9,°C,12.2
907,黄家崴子村志,500,没有相关数据 No Available Data,n/a,°C,4
908,黄岭村志,n/a,毫米 millimeter,1700,°C,20.5
909,西水磨村志,7,毫米 millimeter,597,°C,12.3
910,江浦村志,n/a,毫米 millimeter,900,°C,14
911,张家塔村志,732,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
913,西台村志,n/a,毫米 millimeter,738.3,°C,11.5
914,吴兴村志,78,毫米 millimeter,525.3,°C,13.1
915,桃王庄村志,n/a,毫米 millimeter,580,°C,12.2
916,上鲁塘村志,400,毫米 millimeter,1466.5,°C,17.6
918,赵官屯村志,6,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
920,和平村志,3.5,没有相关数据 No Available Data,n/a,°C,15.8
921,桂南村志,n/a,毫米 millimeter,2000,°C,22
922,建农村志,n/a,毫米 millimeter,1194,°C,16.5
923,王安堡村志,51.8,毫米 millimeter,580.2,°C,13.4
924,川口村志,n/a,毫米 millimeter,588.1,°C,13.8
925,上官村志,500,没有相关数据 No Available Data,n/a,°C,13
926,东六合村志,3,毫米 millimeter,517.99,没有相关数据 No Available Data,n/a
927,光明村志,4.5,毫米 millimeter,1220,°C,16.1
929,赵村村志,430,毫米 millimeter,550.9,没有相关数据 No Available Data,n/a
930,兴朱村志,n/a,毫米 millimeter,601.4,没有相关数据 No Available Data,n/a
931,小许庄村志,n/a,毫米 millimeter,577.3,°C,12.1
934,微水村志,n/a,毫米 millimeter,504.4,°C,13.1
935,拦车村志,930,毫米 millimeter,573.8,°C,11.5
936,蒋庄村志,3.85,毫米 millimeter,1100,°C,15.5
938,交丙坛村志,n/a,毫米 millimeter,2129,°C,21.3
939,邢寨村志,n/a,毫米 millimeter,773.1,°C,13.6
940,西林西村志,n/a,没有相关数据 No Available Data,n/a,°C,13.6
941,金红村志,n/a,毫米 millimeter,1100,°C,15.36
942,西古现村志,n/a,毫米 millimeter,765.7,°C,11
943,崔家庄村志,747.4,毫米 millimeter,413,°C,10
944,聪子峪村志,n/a,毫米 millimeter,645,°C,7.5
945,大北村志,780,毫米 millimeter,450,°C,10.6
946,金建村志,4.3,毫米 millimeter,1000,°C,15
947,大望京村志,36.5,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
949,西王村志,11.2,毫米 millimeter,633,°C,13
950,西马村志,n/a,毫米 millimeter,645.5,°C,13
951,两坂村志,n/a,毫米 millimeter,510,°C,11.8
952,李堡村志,n/a,没有相关数据 No Available Data,n/a,°C,9
953,后郭村志,20,毫米 millimeter,1105,°C,21
954,辛庄村志,70,毫米 millimeter,654.54,°C,13.4
955,和平村志,n/a,毫米 millimeter,1200,°C,22
956,城南村志,n/a,没有相关数据 No Available Data,n/a,°C,9
958,城内村志,759.4,毫米 millimeter,385,°C,8.6
959,潢涌村志,n/a,毫米 millimeter,1800,°C,21.9
960,环山村志,n/a,毫米 millimeter,1600,°C,21
961,西董铺村志,59,毫米 millimeter,503.5,°C,12.8
962,冼村村志,n/a,毫米 millimeter,1725.7,°C,21.8
964,鱼河湾村志,1000,毫米 millimeter,406.9,°C,9.7
965,崔楼村志,n/a,毫米 millimeter,1089,°C,15.5
966,酒务村志,n/a,毫米 millimeter,625.7,°C,9.8
967,卜居头村志,296,毫米 millimeter,606.1,°C,13.2
968,保宁村志,520,毫米 millimeter,550,°C,11.6
972,李街村志,552,没有相关数据 No Available Data,n/a,°C,10
974,箭泾村志,n/a,毫米 millimeter,1025,°C,16
975,崔庄村志,112,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
976,陈堡村志,n/a,毫米 millimeter,617.8,°C,14
977,郑各庄村志,n/a,毫米 millimeter,550,°C,13.3
978,驼房营村志,32,毫米 millimeter,600.7,°C,11.3
979,四合庄村志,45,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
980,卢沟桥村志,52,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
981,广川街村志,n/a,毫米 millimeter,522.7,°C,12.9
982,车厂村志,n/a,毫米 millimeter,640,°C,11.7
983,兴复村志,n/a,毫米 millimeter,1133.3,°C,16.1
984,黄皮村志,n/a,毫米 millimeter,1300,没有相关数据 No Available Data,n/a
986,大楚留村志,n/a,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a
987,华新村志,n/a,没有相关数据 No Available Data,n/a,°C,15
988,老道井村志,n/a,毫米 millimeter,617.8,°C,14
989,新新村志,3.5,毫米 millimeter,1135.1,没有相关数据 No Available Data,n/a
990,城子村志,100,毫米 millimeter,600,°C,12.8
991,花园村志,4,毫米 millimeter,1132.5,°C,16
993,都康村志,270,毫米 millimeter,1700,°C,19.6
994,廖家林村志,n/a,毫米 millimeter,1200,°C,17
996,江姐村志,340,毫米 millimeter,1000,°C,17
997,葛寨村志,n/a,没有相关数据 No Available Data,n/a,°C,14
998,崔家村志,n/a,毫米 millimeter,659.2,°C,12.3
999,篁墩村志,n/a,毫米 millimeter,1500,°C,16
1000,兰寨村志,n/a,毫米 millimeter,704.4,°C,14.2
