villageInnerId_村庄内部代码,gazetteerId_村志代码,villageId_村庄代码,nameChineseCharacters_村名汉字,nameHanyuPinyin_村名汉语拼音
602,602,522631106202,竹坪村,Zhuping Cun
603,603,431121114201,竹山湾村,Zhushanwan Cun
604,604,361129104206,石下村,Shixia Cun
605,605,370611005001,八角村,Bajiao Cun
606,606,370282002206,北阁村,Beige Cun
607,607,141030100214,白杜村,Baidu Cun
608,608,210212005201,大王村,Dawang Cun
609,609,310116101217,长浜村,Changbang Cun
610,610,310116101204,大茫村,Damang Cun
611,611,310115137206,沉香村,Chenxiang Cun
612,612,320412100206,东华村,Donghua Cun
613,613,310115110223,大星村,Daxing Cun
614,614,310115144203,成日村,Chengri Cun
615,615,141031102203,谙正村,Anzheng Cun
616,616,140221211201,安家皂村,Anjiazao Cun
617,617,140411103219,安昌村,Anchang Cun
618,618,321023109217,崔堡村,Cuipu Cun
619,619,310114106212,仓场村,Cangchang Cun
620,620,320582105205,程墩村,Chengdun Cun
621,621,341824200201,仁里村,Renli Cun
622,622,210681107218,下岗村,Xiagang Cun
623,623,110111112222,北车营村,Beicheying Cun
624,624,210681108212,獐岛村,Zhangdao Cun
625,625,NULL,邓一村,Dengyi Cun
626,626,510302101209,竹元村,Zhuyuan Cun
627,627,321181109204,长春村,Changchun Cun
628,628,341522118205,林祠村,Linci Cun
629,629,370212004033,磅石村,Bangshi Cun
630,630,211103018200,赵家村,Zhaojia Cun
631,631,350322101218,溪尾村,Xiwei Cun
632,632,370923206231,八里湾村,Baliwan Cun
633,633,310115103238,陈胡村,Chenhu Cun
634,634,350181106206,上薛村,Shangxue Cun
635,635,610581104212,党家村,Dangjia Cun
636,636,350181107213,南宵村,Nanxiao Cun
637,637,610124100201,镇丰村,Zhenfeng Cun
638,638,320382109002,港中村,Gangzhong Cun
639,639,350526207208,阳山村,Yangshan Cun
640,640,350721201206,榜山村,Bangshan Cun
641,641,310116104224,保卫村,Baowei Cun
642,642,350304100209,后黄村,Houhuang Cun
643,643,370305109240,北金召村,Beijinzhao Cun
644,644,NULL,度城村,Ducheng Cun
645,645,530522101201,洞山村,Dongshan Cun
646,646,530702201203,玉河村,Yuhe Cun
647,647,NULL,可邑村,Keyi Cun
648,648,530111006001,官渡社区(村),Guandu Shequ (Cun)
650,650,530111005005,云溪村,Yunxi Cun
651,651,530112403008,周家村,Zhoujia Cun
652,652,532927104208,小围埂村,Xiaoweigeng Cun
653,653,330784001219,高镇村,Gaozhen Cun
654,654,320282104201,官林村,Guanlin Cun
655,655,330282118208,海星村,Haixing Cun
656,656,131022100203,北关村,Beiguan Cun
658,658,NULL,义路村,Yilu Cun
659,659,530524203210,邑等村,Yideng Cun
660,660,530111005003,羊甫村,Yangfu Cun
662,662,110111001204,东瓜地村,Dongguadi Cun
663,663,370983111236,边院村,Bianyuan Cun
664,664,110108104212,北安河村,Beianhe Cun
665,665,141002103217,佰王刘村,Baiwangliu Cun
666,666,350783104213,可建村,Kejian Cun
667,667,141124101001,白文村,Baiwen Cun
668,668,530112403008,八仙庄村,Baxianzhuang Cun
669,669,120221107201,西塘坨村,Xitangtuo Cun
670,670,110115005225,北程庄村,Beichengzhuang Cun
671,671,210682113208,顾家村,Gujia Cun
672,672,210212005207,小南村,Xiaonan Cun
673,673,350427002222,茶丰峡村,Chafengxia Cun
674,674,330783108200,歌山村志,Geshan Cun
675,675,350921101214,大京村,Dajing Cun
676,676,610481106213,南韩村,Nanhan Cun
677,677,NULL,北关村,Beiguan Cun
678,678,NULL,后孙密城村,Housunmicheng Cun
679,679,410882202226,西王曲村,Xiwangqu Cun
680,680,140581001002,城北村,Chengbei Cun
681,681,110106202203,白盆窑村,Baipenyao Cun
682,682,140429101203,白和村,Baihe Cun
683,683,610112007001,杜家堡村,Dujiapu Cun
684,684,420704400205,杜山村,Dushan Cun
685,685,410105015201,花胡庄村,Huahuzhuang Cun
686,686,NULL,小蒲水村,Xiaopushui Cun
687,687,610823109203,杜羊圈村,Duyangjuan cun
688,688,320302151208,孤山村,Gushan Cun
689,689,130632106216,北冯村,Beifeng Cun
690,690,140724100240,巴洲村,Bazhou Cun
691,691,110113101215,东马各庄村,Dongmagezhuang Cun
692,692,130826107205,八间房村,Bajianfang Cun
693,693,370304103213,北万山村,Beiwanshan Cun
694,694,610303100203,东岭村,Dongling Cun
695,695,110112114240,东石村,Dongshi Cun
696,696,140525108212,北堆村,Beidui Cun
697,697,110114115209,白庙村,Baimiao Cun
698,698,411282100204,涧东村,Jiandong Cun
699,699,410181111204,罗口村,Luokou Cun
700,700,330523100249,古城村,Gucheng Cun
701,701,350425105213,汤泉村,Tangquan Cun
702,702,140521105209,半峪村,Banyu Cun
703,703,320412411204,东庄村,Dongzhuang Cun
704,704,NULL,贾岗村,Jiagang Cun
705,705,370112105205,曹家馆村,Caojiaguan Cun
706,706,370212002033,北龙口村,Beilongkou Cun
707,707,320412411206,古方村,Gufang Cun
708,708,320281105207,观山村,Guanshan Cun
709,709,330109112203,工农村,Gongnong Cun
710,710,330781112200,国庆村,Guoqing Cun
711,711,130421202211,北陈庄村,Beichen Cun
712,712,NULL,北庄村,Beizhuang Cun
713,713,110114115205,东二旗村,Dongerqi Cun
714,714,350104101218,黄山村,Huangshan Cun
715,715,110105037204,北甸东村,Beidiandong Cun
716,716,350212108001,(氵+ 丙)洲村,Bingzhou Cun
718,718,350525108204,塘溪村,Tangxi Cun
719,719,350902101209,蓝田村,Lantian Cun
720,720,610822101218,段家寨村,Duanjiazhai Cun
721,721,610821107202,温家川村,Wenjiachuan Cun
722,722,330182102285,安仁村,Anren Cun
723,723,370302101212,查王村,Chawang Cun
724,724,610302100209,燃灯寺村,Randengsi Cun
725,725,370212003031,长岭村,Changling Cun
726,726,370102013212,草山岭村,Caoshanling Cun
727,727,NULL,大王岭村,Dawangling Cun
728,728,370112102239,安家庄村,Anjiazhuang Cun
729,729,310115140201,人民村,Renmin Cun
730,730,310116101218,五龙村,Wulong Cun
731,731,610826203230,中角村,Zhongjiao Cun
732,732,533122204201,九保村,Jiubao Cun
733,733,310115103237,森林村,Senlin Cun
734,734,NULL,白河村,Baihe Cun
735,735,320582105200,凤凰村,Fenghuang Cun
736,736,320582105200,北邵洼村,Beishaowa Cun
737,737,370302001002,城一村,Chengyi Cun
738,738,141181002201,北关村,Beiguan Cun
739,739,320583105205,红星村,Hongxing Cun
740,740,320583105209,民和村,Minhe Cun
741,741,140882101209,北方平村,Beifangping Cun
742,742,610125204207,文义村,Wenyi Cun
743,743,141121105214,北齐村,Beiqi Cun
744,744,532901101205,金星村,Jinxing Cun
745,745,320723207203,韩圩村,Hanwei Cun
746,746,440114001202,大陵村,Daling Cun
747,747,140426103216,北桑鲁村,Beisanglu Cun
748,748,310115139203,三八村,Sanba Cun
749,749,530125104215,梨花村,Lihua Cun
750,750,NULL,金鸭村,Jinya Cun
751,751,530522102203,江东村,Jiangdong Cun
752,752,512021217209,铁门村,Tiemen Cun
753,753,511923102205,黄柳村,Huangliu Cun
754,754,530128213207,乐乌村,Lewu Cun
755,755,530111008201,六甲村,Liujia Cun
756,756,610302102214,姜城村,Jiangcheng Cun
757,757,610524108215,井溢村,Jingyi Cun
758,758,610823201203,王梁村,Wangliang Cun
759,759,610113002204,王家村,Wangjia Cun
760,760,530102401402,梁家河村,Liangjiahe Cun
761,761,321181109201,姚家弄村,Yaojialong Cun
762,762,NULL,新巷村,Xinxiang Cun
763,763,310115133203,新卫村,Xinwei Cun
764,764,310115103239,小圩村,Xiaowei Cun
765,765,320412411200,贺北村,Hebei Cun
766,766,320412109221,横沟村,Henggou Cun
767,767,321181109205,群楼村,Qunlou Cun
768,768,310116101224,温和村,Wenhe Cun
769,769,310116103202,桑园村,Sangyuan Cun
770,770,442000006202,长命水村,Changmingshui Cun
771,771,440106017001,长湴村,Changban Cun
772,772,310120118210,新塘村,Xintang Cun
773,773,350922101225,富达村,Fuda Cun
774,774,110116103204,北年丰村,Beinianfeng Cun
775,775,110105038200,崔各庄村,Cuigezhuang Cun
776,776,370685001011,城西吕家村,Chengxilüjia Cun
777,777,370611001008,城里村,Chengli Cun
778,778,610821111200,马镇村,Mazhen Cun
779,779,440106017004,岑村,Cen Cun
780,780,140727100207,北谷丰村,Beigufeng Cun
781,781,NULL,曹口村,Caokou Cun
782,782,370212001029,车家下庄村,Chejiaxiazhuang Cun
783,783,370687002219,城北村,Chengbei Cun
784,784,440106003023,车陂村,Chebei Cun
785,785,140525112211,北坡村,Beipo Cun
786,786,522301004203,双生村,Shuangsheng Cun
787,787,350505106213,路口村,Lukou Cun
788,788,440114107217,茶塘村,Chatang Cun
789,789,350802100206,东埔村,Dongbu Cun
790,790,NULL,新盛村,Xinsheng Cun
791,791,NULL,鞍山村,Anshan Cun
792,792,140108005200,北固碾村,Beigunian Cun
793,793,110105036212,曹各庄村,Caogezhuang Cun
794,794,110105036205,北马房村,Beimafang Cun
795,795,110108104204,西小营村,Xixiaoying Cun
796,796,610826201203,西贺家石村,Xihejiashi Cun
797,797,141181204200,东小景村,Dongxiaojing Cun
798,798,441900118207,旧飞鹅村,Jiufeie Cun
799,799,110108102212,门头村,Mentou Cun
800,800,441900118218,水朗村,Shuilang Cun
801,801,310115139207,星光村,Xingguang Cun
802,802,141025101200,北平村,Beiping Cun
803,803,110114115202,北七家庄村,Beiqijiazhuang Cun
804,804,140421202212,北岭头村,Beilingtou Cun
805,805,110116004207,北台上村,Beitaishang Cun
806,806,330185201227,一都村,Yidu Cun
807,807,310116112216,水库村,Shuiku Cun
808,808,310116112209,阮巷村,Ruanxiang Cun
809,809,610821109219,沙坪寺村,Shapingsi Cun
810,810,610112009211,讲武殿村,Jiangwudian Cun
811,811,130105101206,党家庄村,Dangjiazhuang Cun
812,812,530502101202,沙坝村,Shaba Cun
813,813,410185103209,八方村,Bafang Cun
814,814,410482103215,关庙村,Guanmiao Cun
815,815,530524101207,龙泉村,Longquan Cun
816,816,530112007007,土堆村,Tudui Cun
818,818,410482103223,东营村,Dongying Cun
819,819,130185104211,北胡庄村,Beihuzhuang Cun
820,820,330621106218,白洋村,Baiyang Cun
821,821,130126104201,慈峪村,Ciyu Cun
822,822,410902001008,东白仓村,Dongbaicang Cun
823,823,440306004012,福永村,Fuyong Cun
824,824,130982500203,东八村,Dongba Cun
825,825,441481129213,东升村,Dongsheng Cun
826,826,410581105237,东皇墓村,Donghuangmu Cun
827,827,310115103235,营前村,Yingqian Cun
828,828,130104010201,大谈村,Datan Cun
829,829,441900118205,鸡翅岭村,Jichiling Cun
830,830,441900110205,袁山贝村,Yuanshanbei Cun
831,831,310115136206,沿南村,Yannan Cun
832,832,410122105209,白坟村,Baifen Cun
833,833,310116112204,营房村,Yingfang Cun
834,834,310116109223,张桥村,Zhangqiao cun
835,835,410527203227,岸上村,Anshang Cun
836,836,441622103207,枫深村,Fengshen Cun
839,839,NULL,赤水垟村,Chishuiyang Cun
840,840,441421131209,侨乡村,Qiaoxiang Cun
841,841,130185200202,北薛庄村,Beixuezhuang Cun
842,842,350525104204,美林村,Meilin Cun
843,843,NULL,蔡和村,Caihe Cun
844,844,530111004005,十里社区,Shili Shequ
845,845,610122106211,峒峪村,Dongyu Cun
846,846,NULL,李氏村,Lishi Cun
847,847,NULL,牛薛沟村,Niuxuegou Cun
848,848,130185104218,邓村,Deng Cun
849,849,331181106206,碧龙村,Bilong Cun
850,850,310116109204,永联村,Yonglian Cun
851,851,130127202213,北焦村,Beijiao Cun
852,852,130185100225,北海山村,Beihaishan Cun
853,853,330624102204,坂田村,Bantian Cun
854,854,440604010202,塘头村,Tangtou Cun
855,855,441900003014,梨川村,Lichuan Cun
856,856,110105038208,南皋村,Nan'gao Cun
857,857,610502103213,新店村,Xindian Cun
858,858,610125101200,安善坊村,Anshanfang Cun
859,859,110106202210,葆台村,Baotai Cun
860,860,410106003201,二十里铺村,Ershilipu Cun
861,861,320582102208,东山村,Dongshan Cun
862,862,130981203251,王官屯村,Wangguantun Cun
863,863,410482106211,戴湾村,Daiwan Cun
864,864,150621105203,柳子圪旦村,Liuzigedan Cun
865,865,140321201203,理家庄村,Lijiazhuang Cun
866,866,130602200206,小车村,Xiaoche Cun
867,867,130185104209,同阁村,Tongge Cun
868,868,360302103400,上柳源村,Shangliuyuan Cun
869,869,140724101204,库城村,Kucheng Cun
870,870,140729102202,崔家沟村,Cuijiagou Cun
871,871,341525108200,堆谷山村,Duigushan Cun
872,872,320281108202,三房巷村,Sanfangxiang Cun
873,873,341824103201,余川村,Yuchuan Cun
874,874,211004101202,大打白狐村,Dadabaihu Cun
875,875,530112009002,里仁村,Liren Cun
876,876,610302100205,永清村,Yongqing Cun
877,877,630102100204,杨沟湾村,Yanggouwan Cun
878,878,420302002202,姜湾村,Jiangwan Cun
879,879,320582105208,恬庄村,Tianzhuang Cun
880,880,320582107204,新海坝村,Xinhaiba Cun
881,881,331123105214,后山村,Houshan Cun
882,882,433127115202,桃子溪村,Taozixi Cun
883,883,420529203215,栗子坪村,Liziping Cun
884,884,420506101204,栗林河村,Lilinhe Cun
885,885,341021205200,三阳村,Sanyang Cun
886,886,341524103210,大峡谷村,Daxiagu Cun
887,887,330212110264,胡家坟村,Hujiafen Cun
888,888,610828206205,云家码头村,Yunjiamatou Cun
889,889,410105101207,杓袁村,Shaoyuan Cun
890,890,370302116218,西河村,Xihe Cun
891,891,610581105205,昝村,Zan Cun
892,892,141023102221,良陌村,Liangmo Cun
893,893,330621105209,东桃村,Dongtao Cun
894,894,440114104205,小㘵村,Xiaobu Cun
895,895,320282100209,祝陵村,Zhuling Cun
896,896,370212002034,西九水村,Xijiushui Cun
897,897,422801208210,高拱桥村,Gaogongqiao Cun
898,898,140221102200,大白登村,Dabaideng Cun
899,899,430703114218,放羊坪村,Fangyangping Cun
900,900,320582101204,欧桥村,Ouqiao Cun
901,901,330212109212,金山村,Jinshan Cun
902,902,610828105241,陈家墕村,Chenjiayan Cun
903,903,610828202200,木头峪村,Mutouyu Cun
904,904,441423126204,大胜村,Dasheng Cun
905,905,370305102245,西上庄村,Xishangzhuang Cun
906,906,310116104202,龙泉村,Longquan Cun
907,907,220621104204,黄家崴子村,Huangjiawaizi Cun
908,908,441622110208,黄岭村,Huangling Cun
909,909,370523102247,西水磨村,Xishuimo Cun
910,910,NULL,江浦村,Jiangpu Cun
911,911,610821107210,张家塔村,Zhangjiata Cun
912,912,320506107209,渡桥村,Duqiao Cun
913,913,370212003002,西台村,Xitai Cun
914,914,130123103202,吴兴村,Wuxing Cun
915,915,130121205225,桃王庄村,Taowangzhuang Cun
916,916,431002102203,上鲁塘村,Shanglutang Cun
917,917,440306001020,安乐村,Anle Cun
918,918,120223101208,赵官屯村,Zhaoguantun Cun
919,919,310114109219,劳动村,Laodong Cun
920,920,310116105215,和平村,Heping Cun
921,921,442000006203,桂南村,Guinan Cun
922,922,310116103212,建农村,Jiannong Cun
923,923,130421202204,王安堡村,Wang'anbu Cun
924,924,411282200211,川口村,Chuankou Cun
925,925,610528202200,上官村,Shangguan Cun
926,926,370503200234,东六合村,Dongliuhe Cun
927,927,310120101232,光明村,Guangming Cun
928,928,440306001018,甲岸村,Jiaan Cun
929,929,NULL,赵村,Zhao Cun
930,930,NULL,兴朱村,Xingzhu Cun
931,931,130922200206,小许庄村,Xiaoxuzhuang Cun
932,932,120111100206,邢庄村,Xingzhuang Cun
933,933,131022102213,无为庄村,Wuweizhuang Cun
934,934,130121100201,微水村,Weishui Cun
935,935,140525105203,拦车村,Lanche Cun
936,936,310116112211,蒋庄村,Jiangzhuang Cun
937,937,140802201203,赤社村,Chishe Cun
938,938,445281109214,交丙坛村,Jiaobingtan Cun
939,939,370481108241,邢寨村,Xingzhai Cun
940,940,NULL,西林西村,Xilinxi Cun
941,941,NULL,金红村,Jinhong Cun
942,942,370687104217,西古现村,Xiguxian Cun
943,943,140921203205,崔家庄村,Cuijiazhuang Cun
944,944,140431203201,聪子峪村,Congziyu Cun
945,945,140121100205,大北村,Dabei Cun
946,946,310115133202,金建村,Jinjian Cun
947,947,NULL,大望京村,Dawangjing Cun
949,949,371626109242,西王村,Xiwang Cun
950,950,370306003203,西马村,Xima Cun
951,951,141022103240,两坂村,Liangban Cun
952,952,140426203214,李堡村,Lipu Cun
953,953,350303100201,后郭村,Houguo Cun
954,954,370112005205,辛庄村,Xinzhuang Cun
955,955,440306004005,和平村,Heping Cun
956,956,140426100229,城南村,Chengnan Cun
957,957,140581002001,城东村,Chengdong Cun
958,958,140921100200,城内村,Chengnei Cun
959,959,441900128200,潢涌村,Huangchong Cun
960,960,440114107219,环山村,Huanshan Cun
961,961,130124100231,西董铺村,Xidongpu Cun
962,962,440106014001,冼村,Xian Cun
963,963,411082002007,楚寨村,Chuzhai Cun
964,964,610802104207,鱼河湾村,Yuhewan Cun
965,965,411524102218,崔楼村,Cuilou Cun
966,966,140581101235,酒务村,Jiuwu Cun
967,967,410522203209,卜居头村,Bujutou Cun
968,968,610524201208,保宁村,Baoning Cun
969,969,610113007223,南窑头村,Nanyaotou Cun
970,970,330522100217,涧塘村,Jiantang Cun
971,971,610826107213,朱麻硷村,Zhumajian Cun
972,972,140522102219,李街村,Lijie Cun
974,974,320506104202,箭泾村,Jianjing Cun
975,975,410105015007,崔庄村,Cuizhuang Cun
976,976,410704100209,陈堡村,Chenbao Cun
977,977,110114115214,郑各庄村,Zhenggezhuang Cun
978,978,110105023201,驼房营村,Tuofangying Cun
979,979,110106202214,四合庄村,Sihezhuang Cun
980,980,110106201218,卢沟桥村,Lugouqiao Cun
981,981,131127102201,广川街村,Guangchuanjie Cun
982,982,110111009216,车厂村,Chechang Cun
983,983,320583105202,兴复村,Xingfu Cun
984,984,430524207219,黄皮村,Huangpi Cun
986,986,370686104213,大楚留村,Dachuliu Cun
987,987,320206003006,华新村,Huaxin Cun
988,988,410704200205,老道井村,Laodaojing Cun
989,989,310116102216,新新村,Xinxin Cun
990,990,110109103202,城子村,Chengzi Cun
991,991,320582101210,花园村,Huayuan Cun
992,992,130132101206,故城村,Gucheng Cun
993,993,350823102215,都康村,Dukang Cun
994,994,420583101218,廖家林村,Liaojialin Cun
995,995,410105008010,关虎屯村,Guanhutun Cun
996,996,510304100204,江姐村,Jiangjie Cun
997,997,NULL,葛寨村,Gezhai Cun
998,998,370702005213,崔家村,Cuijia Cun
999,999,341002100203,篁墩村,Huangdun Cun
1000,1000,NULL,兰寨村,Lanzhai Cun
